#,utterance_id,translation,emotion_words,asl_gloss,count_asl_gloss,negative,wh_question,yes_no_question,topic_focus,conditional_when,role_shift,head_pos_tilt_fr_bk,head_pos_turn,head_pose_tilt_side,head_pose_jut,head_mvmt_nod,head_mvmt_nod_cycles,head_mvmt_shake,head_mvmt_side_to_side,head_mvmt_jut,body_lean,shoulders,face_eye_brows,face_eye_gaze,face_eye_aperture,face_nose,face_mouth,face_cheeks,count_face_eye_brows,count_face_eye_gaze,count_face_eye_aperture,count_face_nose,count_face_mouth,count_face_cheeks
1512937,629884,What's your job?,job,IX-2p;WORK;WHAT,3,,whq,,,,,slightly back,,right,slightly forward;slightly forward,,,slight rapid head shake,,,,,slightly lowered,,slightly lowered,,,,1,0,1,0,0,0
1512937,631164,"When my father starts to play video games, I go upstairs because it's boring to watch him play.",father;boring;watch,WHEN;(crvd-5)POSS-1p;FATHER;START;VIDEO-GAME;IX-1p;5whoa;IX-1p;UP;WHY;IX-loc:i;VIDEO-GAME;BORE;IX-1p;LOOK:i,15,,,,,when,,back;slightly back,,slightly right;further left;slightly left,slightly back;forward,single;single,,rapid,,,,,raised;further raised;raised,down/right;down/right;other,further lowered;wide;slightly wide;wide;slightly lowered;blink;blink;squint;further squinted;blink;further lowered;slightly wide;blink;wide;blink;slightly wide,,smile mouth open;sh;open;lips pursed corners down;open & tongue visible,puff left,3,3,16,0,5,1
1512937,631165,"When a friend calls me via VP, the lights flash on and off.",friend;calls,WHEN;FRIEND;i:CALL-ON-RELAY/VRS-1p;VP;LIGHT;LIGHT-FLASH,6,,,,,when,,back,left,right,slightly back;forward,,,,,,,,raised,other,slightly wide;wide;lowered lid;blink;slightly wide;blink;wider,,lips spread & crnrs down;open & tense;lips spread,,1,1,7,0,3,0
1512937,632446,Where do you want the video phone?,,WANT;VP;WHERE,3,,whq,,topic,,,back,,slightly right,forward;slightly forward,slight single head nod,,,,,slightly forward,,raised;lowered,,slightly wide;slightly squinted,,sh,,2,0,2,0,1,0
1512937,633731,What kind of party is it?,kind,KIND;(P)PARTY;part:indef,3,,whq,,,,,slightly back,,slightly right,slightly forward,,,slight rapid head shake,,,,,lowered,,further squinted,,lips pursed: oo;smile mouth open,,1,0,1,0,2,0
1512937,635016,My friends tend to surf the internet on their laptops.,,FRIEND;IX-3p-pl-arc;TEND;TYPE;LAPTOP;INTERNET,6,,,,,,,slightly back,slightly left,slightly right,,,,,,slightly forward;slightly forward,slightly right,,,,slightly lowered,,open & tense;brr;open & tongue visible,,0,0,1,0,3,0
1512937,629391,My mother loves glasses because she looks cool in them.,mother;cool,POSS-1p;MOTHER;IX-loc:i;KISS-FIST;GLASSES_2;WHY;FACE;fs-BAD;NEAT,9,,,,,,,back,slightly left,right,slightly back;slightly forward,slight single head nod,,single;slight rapid head shake,,,,,raised,,lowered lid;further lowered;lowered lid,,right tense;tongue out;lips pursed corners down;open & round,,1,0,3,0,4,0
1512937,629392,"During the winter, I tend to get sick a lot because I tend to wear flip flops.",sick;wear,DURING/WHILE;COLD;IX-1p;TEND;SICK-continuative;WHY;TEND;USE_2;FLIP-FLOP;part:indef,10,,,,topic,,,slightly back;slightly front;slightly back,,right,slightly forward;forward;forward;forward,,,slight rapid head shake,,,,,slightly raised;raised;further raised,,slightly squinted;squint;closed;slightly wide;further lowered;slightly wide;further lowered;blink;slightly lowered;blink,,right tense;sh;open & tense;open & tongue visible;bite lower lip;right tense,,3,0,10,0,6,0
1512937,630672,My friends got together and planned to surprise Bob for his 21st.,surprise,FRIEND;GROUP/TOGETHER;PLAN;SURPRISE;ns-fs-BOB;WHY;ns-fs-BOB;IX-loc:i;AGE-TWENTY-ONE_2;IX-3p:i;BUOY,11,,,,,,,front,left,right,back;forward;slightly forward,,,slight rapid head shake,,,,,lowered,,slightly wide;squint;slightly squinted;blink;slightly wide;blink;slightly wide;wide;slightly squinted;blink,,intense,,1,0,10,0,1,0
1512937,631953,"If I arrive to work late, my boss will fire me.",arrive;late;fire,IF;IX-1p;ARRIVE;WORK;LATE;POSS-1p;BOSS;FUTURE;FIRED;IX-1p;part:indef,11,,,,focus,conditional,,slightly back;slightly back,,slightly right;slightly right,slightly back;forward;forward,,,single;single;single,,,right,,lowered;raised;slightly lowered,down,slightly wide;slightly squinted;further lowered;blink;wide;lowered lid;blink,,right tense;lips pursed corners down;lips spread & crnrs down,,3,1,7,0,3,0
1512937,634522,Did you graduate high school?,school,FINISH;GRADUATE;HS;IX-2p,4,,,yes-no question,,,,slightly front,,slightly right,forward,,,,,,,,raised,,wide,,lips spread & crnrs up;lips pursed: oo;open & tongue visible;blow,,1,0,1,0,4,0
1512937,630179,Who is cooking dinner?,dinner,COOK/KITCHEN;EATNIGHT;EATNIGHT;WHO,4,,whq,,topic,,,slightly back,,slightly right,slightly forward;forward,,,rapid,,,,,slightly raised;lowered,,slightly wide;slightly squinted;slightly lowered,,smile mouth open;lips pursed: oo,,2,0,3,0,2,0
1512937,630180,Where did you buy the car?,,IX-2p;BUY;CAR;WHERE,4,,whq,,,,,slightly back,,right,forward;slightly forward,,,single,,,,,lowered,,squint,,open & tongue visible;open & round,,1,0,1,0,2,0
1512937,631460,"When I arrive at school, I let my mom know that I have arrived at school safely.",arrive;school;school,WHEN;IX-1p;ARRIVE;SCHOOL;IX-1p;1p-INFORM:i;MOTHER;IX-1p;FINISH;ARRIVE;SAFE,11,,,,,when,,slightly back;back,slightly left,slightly right;slightly right,slightly back;back;slightly back;slightly back,slight rapid head nod,,,,,,forward/right;forward/left,raised,,slightly wide;blink;wide,,lips pursed: oo;lips pursed corners down;lips pursed: oo;right tense;lips spread;lips spread & crnrs down;lips pursed: oo;lips spread,,1,0,3,0,8,0
1512937,632741,Why do you hate video games?,hate,IX-2p;VOMIT/HATE;VIDEO-GAME;IX-loc:i;(25)WHY;IX-loc:i,6,,whq,,,,,slightly back;slightly back,,right;slightly right;slightly right,,,,slight single head shake;slight rapid head shake,,,,,further lowered;lowered,down,further squinted;squint,,lips pursed: oo;intense;lips pursed corners down;open & tongue visible,,2,1,2,0,4,0
1512937,632742,Why is your group of friends travelling?,,POSS-2p;FRIEND;GROUP/TOGETHER;TRIP;WHY;part:indef,6,,whq,,,,,slightly back,,slightly right;right,forward;forward;forward,,,,,,,,further lowered,other,lowered lid;further lowered;further squinted,,right tense;lips pursed: mm;lips pursed corners down;open & tongue visible,puffed,1,1,3,0,4,1
1512937,634028,Where did the friends drive to?,,FRIEND;GROUP/TOGETHER;DRIVE;WHERE,4,,whq,,,,,slightly back,,slightly right,forward;forward,,,,,,slightly forward;forward,,slightly lowered;lowered,,squint,,open & tense;lips pursed: oo;open & round,,2,0,1,0,3,0
1512937,635312,I am going to school.,school,IX-1p;GO;SCHOOL,3,,,,,,,,,slightly right,,,,,,,,,lowered,,slightly squinted,,lips pursed corners down;lips pursed: oo;lips pursed: oo-tight,,1,0,1,0,3,0
1512937,635313,My friends are travelling together.,,FRIEND;GROUP/TOGETHER;GO-OUT;TRIP,4,,,,,,,slightly back,,slightly right,slightly forward,,,,,,,,,,slightly squinted,,right tense;open & tongue visible,puff left,0,0,1,0,2,1
1512937,629687,Mac beats PC because Mac is good at suiting people`s needs.,good,ns-fs-MAC;TROUNCE;fs-PC;WHY;ns-fs-MAC;EXPERT;MATCH;PEOPLE;WANT_2,9,,,,,,,slightly back;back,slightly left;left;left,slightly right,slightly forward;slightly back;forward;forward,,,single;slight rapid head shake;rapid,,,,,raised;raised,,lowered lid;closed;squint;lowered lid;blink;lowered lid,,lips pursed corners down;lips spread & crnrs down;brr;open & tongue visible,,2,0,6,0,4,0
1512937,630967,"If my friend finishes his homework early, it is guaranteed he will be surfing the Internet all night long.",friend;homework;long,IF;IX-3p:i;FRIEND;IX-loc:i;FINISH;HOMEWORK;EMPTY/EARLY;GUARANTEE;LAPTOP;TYPE;INTERNET;ALL-NIGHT;part:indef,13,,,,,conditional,,slightly back;slightly back;slightly back,slightly right;slightly right,slightly right,forward,slow,,slight rapid head shake;single,,,,,raised;slightly lowered,other;other;into space,slightly squinted;wide;blink;slightly squinted;blink;slightly wide;wide;blink;further lowered;blink;slightly lowered;slightly wide;further lowered;slightly lowered;blink,,lips spread & crnrs down;open;sh;sh;right tense;tongue out;open & tongue visible,,2,3,15,0,7,0
1512937,630968,My friend has to drive because I am tired.,friend;tired,FRIEND;IX-loc:i;MUST;DRIVE;WHY;IX-1p;TIRED;IX-1p,8,,,,topic,,,slightly back,slightly right;slightly right,slightly left;slightly right;slightly right,slightly forward;slightly forward;slightly back,,,slight single head shake;slight rapid head shake,,,,,slightly raised;slightly lowered;right raised/left furrowed,,lowered lid;blink;squint;blink;blink;blink;slightly wide;further lowered;lowered lid;closed,,open & tongue visible;lips pursed: oo;bite lower lip;lips pursed corners down,,3,0,10,0,4,0
1512937,632249,"If my friend drives, I will sit in the back and sleep.",friend,IF;(fanned-flat-O)POSS-1p;FRIEND;DRIVE;IX-1p;SIT;BACK;SLEEP,8,,,,,conditional,,slightly front;slightly back;further back,further right,slightly right;right,slightly back;back,,,,,,,,raised-furrowed;raised,down/right,squint;wide;slightly wide;blink;lowered lid;closed,,bite lower lip;lips spread & crnrs down;lips spread & crnrs down,,2,1,6,0,3,0
1512937,633534,Where do you work?,,IX-2p;WORK;WHERE,3,,whq,,topic,,,slightly back;slightly front,,right,forward,,,,,,,,raised;lowered,,slightly wide;slightly squinted,,lips pursed: oo-tight;sh,,2,0,2,0,2,0
1512937,634818,Was my friends' party good?,good,FRIEND;IX-3p-pl-arc;(P)PARTY;GOOD/THANK-YOU,4,,,yes-no question,topic,,,front;further front,slightly left,right;further right,forward;forward,single,,single,,,,,raised,,wider,,right tense;lips spread;lips spread & crnrs down;lips spread & crnrs up,,1,0,1,0,4,0
1512937,629194,"Those kids hate the principal because if they don`t do homework, he will yell at them.",hate;principal;don;homework;yell,KID;IX-loc-pl-arc;VOMIT/HATE;IX-3p:i;PRINCIPAL;(25)WHY;IF;IX-3p:j;NOT;ACTION;HOMEWORK;IX-3p:i;i:BAWL-OUT-distributive-3p-pl-arc,13,negation,,,topic,conditional,,slightly front;slightly back;slightly back;back,right;left;right;left,slightly right;slightly right;left,slightly back;forward;slightly back,single,,slight rapid head shake;single;slow,,,,,raised-furrowed;further lowered;slightly lowered;slightly raised;further lowered,down/right;left;down/right;left,squint;blink;squint;slightly squinted;slightly wide;lowered lid;further lowered;blink;further squinted;blink;squint,wrinkle;wrinkle,intense;bite lower lip;intense,,5,4,11,2,3,0
1512937,629195,"One time, I missed my morning class because I accidentally over slept.",time;accidentally,IX-1p;HIT;MISS/ASSUME;POSS-1p;MORNING;CLASS_2;WHY;IX-1p;OVERSLEEP;IX-1p,10,,,,,,,slightly back,slightly left,slightly right,forward;forward,,,single;slight rapid head shake;single,,,,,slightly raised,,blink;slightly wide;further lowered;further lowered;wide;slightly wide;closed,,open & round;tongue out;tongue out,,1,0,7,0,3,0
1512937,630475,My friend likes to VP rather than text because he likes to communicate in ASL.,friend;communicate,POSS-1p;FRIEND;IX-3p:i;FAVORITE/PREFER;REMOTE;VP;VIDEO-PHONE;NOT;TEXTING;(25)WHY;COMMUNICATE;ASL;FINEwg,13,negation,,,topic,,,slightly back,slightly left,right,slightly forward;slightly back;slightly back;forward,,,slight rapid head shake;rapid,,,,,slightly raised;lowered;slightly raised;slightly lowered,,slightly lowered;lowered lid;blink;slightly lowered;further lowered;blink;slightly squinted,,right tense;lips spread;lips pursed: oo,puffed,4,0,7,0,3,1
1512937,631755,"If my friends are going fishing, I will check the weather report to make sure it's okay.",,IF;FRIEND;GROUP/TOGETHER;DEPART;FISHING;IX-1p;CHECK;(5)WEATHER;MAKE;REALLY;OK,11,,,,,conditional,,front;slightly front;slightly back;slightly front,slightly right,slightly right,slightly forward;forward,single;rapid;single;single,,,,,,,raised,,blink;slightly squinted;blink;slightly wide;blink;wide;blink;slightly wide,,bite lower lip;left tense;lips pursed: oo;lips spread & crnrs down;sh;open & corners down,,1,0,8,0,6,0
1512937,631756,My friend caught a fish. I hurried and got a bucket and filled it with water to put the fish in to save the fish for dinner.,friend;hurried;save;dinner,POSS-1p;FRIEND;FISHING;FISH;IX-1p;HURRY;IX-1p;DCL:crvd-Bbucket;DCL:B-Lfill bucket;ICL:crvd-Bmove bucket;FISH;DCL:S-5throw fish in bucket;WHY;FOR;EATNIGHT;EATNIGHT,16,,,,,when,,slightly back;slightly front,right;left;right,slightly right;slightly right,slightly back;forward,rapid;single,,rapid;slight rapid head shake,,,,,raised;lowered;slightly lowered;raised,into space;other;down/left;other,wide;blink;wide;squint;blink;slightly squinted;slightly wide;further lowered,,bite lower lip;open & round;sh;right tense;sh,puffed,4,4,8,0,5,1
1512937,633037,Who is planning to surprise Bob?,planning;surprise,PLAN;SURPRISE;ns-fs-BOB;WHO,4,,whq,,,,,slightly front,,slightly right,forward,,,slight rapid head shake,,,slightly forward;slightly forward,,raised;lowered,,lowered lid;blink;wide;slightly squinted,,lips spread & crnrs down;open & tongue visible;lips pursed: oo;lips pursed: oo,,2,0,4,0,4,0
1512937,633038,What time does the surprise party start?,time;surprise;start,SURPRISE;(P)PARTY;TIME;START;WHEN;part:indef,6,,whq,,topic,,,slightly back;back,,slightly right;slightly right,forward;forward,,,rapid,,,,,raised;lowered,,blink;further lowered;wide;slightly squinted,,lips spread & crnrs down;open & tense;sh,,2,0,4,0,3,0
1512937,634325,Is the video phone clear?,,VP;CLEAR,2,,,yes-no question,topic,,,slightly front;front,,slightly right,slightly forward,,,,,,,,raised,,wide,,lips spread & crnrs down;lips spread & crnrs down;open & corners down;open & round,,1,0,1,0,4,0
1512937,635610,My friends are going fishing.,,FRIEND;GO-OUT;FISHING,3,,,,,,,slightly back,slightly left,slightly right,,slight rapid head nod,,,,,,,,,slightly squinted,,right tense;smile mouth open,,0,0,1,0,2,0
1512937,629982,Where are you going?,,IX-2p;GO;WHERE;part:indef,4,,whq,,,,,slightly back,,right;slightly right,forward,,,slight rapid head shake,,,,,lowered,,squint,wrinkle,lips pursed: oo;open & tense,,1,0,1,1,2,0
1512937,629983,When do you finish work?,,IX-2p;FINISH;WORK;WHEN;IX-2p,5,,whq,,,,,slightly back;slightly back,slightly left,right,forward,,,,,,,,slightly lowered,,slightly lowered,,bite lower lip;open & round,,1,0,1,0,2,0
1512937,631263,"If my friend starts to play video games, he will continue until his eyes fall out!",friend;continue;fall,IF;POSS-1p;FRIEND;IX-3p:i;START;VIDEO-GAME;CONTINUE;TO/UNTIL;DCL:5-Ceyes falling out;FOR;REALLY,11,,,,,conditional,,front;back,slightly right,right;slightly right;slightly right;slightly right,back;slightly forward;slightly forward;slightly forward;slightly forward,single;slow,,single,,,,,raised-furrowed;raised;further lowered;lowered,other;into space,further squinted;wide;wide;blink;slightly wide;squint;further lowered;lowered lid;blink;slightly squinted;blink;slightly squinted,,lips spread;open & round;open & tongue visible;lips spread & crnrs down;open & round,,4,2,12,0,5,0
1512937,632544,Where do you plan to travel?,plan,IX-2p;PLAN;TRIP;WHERE,4,,whq,,topic,,,slightly back,,right,forward,,,,,,right,,raised;lowered,,slightly wide;squint,,lips pursed: oo,,2,0,2,0,1,0
1512937,632545,Why do you have to use the video phone? Can't you text?,,MUST;VP;WHY;part:indef;CAN;TEXTING_3;part:indef,7,,whq,yes-no question,,,,front;slightly back;front,,slightly right,forward;forward;forward,slight single head nod,,rapid;rapid,,,,,further raised;raised;further raised,,further squinted;wide,,lips spread & crnrs down;lips spread;open & tongue visible;lips spread & crnrs down;lips spread & crnrs down;lips pursed corners down,,3,0,2,0,6,0
1512937,633830,When does the party start?,start,(P)PARTY;START;WHEN,3,,whq,,topic,,,slightly back;back,,slightly right,forward;forward,,,slight rapid head shake,,,slightly forward,,raised;lowered,,slightly wide;slightly squinted,,lips spread & crnrs down,,2,0,2,0,1,0
1512937,635115,My friends are videophoning from home.,,FRIEND;IX-3p-pl-2:i/j;VP;FROM;HOME,5,,,,topic,,,slightly back;slightly front,,slightly right,slightly forward;slightly back,,,,,,,,slightly raised,,lowered lid;further lowered;lowered lid,,smile mouth open;lips spread,,1,0,3,0,2,0
1512937,629490,I love movies. My favorite is comedy or horror movies.,love;favorite;horror,IX-1p;LOVE;MOVIE_2;POSS-1p;FAVORITE/PREFER;WHAT;fs-COMEDY;OR;MONSTER;MOVIE_2,10,,,,,,,back,,slightly right,forward;forward;slightly back,,,rapid;slight slow head shake;single,,,,,slightly lowered;slightly raised;slightly lowered,,lowered lid;blink;slightly lowered;blink;slightly squinted;slightly wide;further lowered;blink;slightly wide,,open & round;lips spread & crnrs down;lips spread;open & round,,3,0,9,0,4,0
1512937,630770,I went ahead and worked all night. It was an opportunity to make more money.,ahead;opportunity;money,IX-1p;PROCEED;WORK;ALL-NIGHT;WHY;IX-1p;GRAB-CHANCE;MONEY,8,,,,,,,slightly front,slightly left;slightly left,left;left;right,forward;slightly back;forward,,,slight single head shake;rapid;single,,,,,raised;further lowered,,blink;squint;slightly wide;blink;further squinted;blink;slightly squinted,,open & tongue visible;open & tongue visible;intense,,2,0,7,0,3,0
1512937,630771,My friend loves going fishing because he loves fresh fish for dinner.,friend;dinner,FRIEND;IX-loc:i;KISS-FIST;GO;FISHING;(25)WHY;LOVE;NEW;FISH;FOR;EATNIGHT;EATNIGHT,12,,,,topic,,,slightly back;slightly back;slightly back,slightly right;left;slightly left,slightly right;slightly right,forward;slightly back;forward,,,slight rapid head shake;slight rapid head shake;single,,,,,slightly raised,,slightly squinted;blink;lowered lid;further lowered;blink;lowered lid;squint;blink;further lowered;closed;further squinted;blink;slightly squinted,,open & round;sh;tongue out;bite lower lip;sh,,1,0,13,0,5,0
1512937,632051,"If my friends are going to the party, I will join.",join,IF;FRIEND;GROUP/TOGETHER;GO-OUT;(P)PARTY;IX-1p;5why not;JOIN;IX-1p,9,,,,,conditional,,slightly back,slightly right,right,back;slightly back,,,,rapid,,,,raised-furrowed;raised,down/right,squint;slightly wide;further lowered,,lips pursed corners down;open & corners down;lips spread & crnrs down;lips pursed corners down;lips pursed: oo,,2,1,3,0,5,0
1512937,632052,"When my friends are  leaving to go to the party, I will let my roommate know that I will be joining them.",,WHEN;FRIEND;GO-OUT;(P)PARTY;IX-1p;GRAB-CHANCE;1p-INFORM:i;ROOMMATE;IX-1p;JOIN,10,,,,,when,,front;front;slightly back,slightly right;further left,slightly right;slightly right,,single;slight rapid head nod,,,,,right,,raised;further lowered;lowered;slightly lowered,,slightly wide;wide;further squinted;slightly squinted;further lowered;lowered lid,,lips pursed: oo;lips spread & crnrs down;open & tongue visible;lips spread & crnrs down;raised upper lip;lips pursed: oo,,4,0,6,0,6,0
1512937,634621,Will Bob be surprised by the surprise event?,surprised;surprise,ns-fs-BOB;IX-loc:i;FUTURE;SURPRISE;FROM;THAT;SURPRISE;THRILL/WHAT'S-UP;QMwg,9,,,yes-no question,,,,slightly front;slightly front,slightly left,slightly right;slightly right;right,back;slightly back;forward,,,single,,,,,further raised;raised-furrowed;raised,,wide;closed;blink;wide;further lowered;slightly wide;blink;slightly wide,,lips pursed corners down;lips spread & crnrs down;lips spread;lips spread & crnrs down;open & tongue visible;bite lower lip;lips spread;smile mouth open,,3,0,8,0,8,0
1379835,7982081,Should I buy shorts?,,IX-1p;MUST;BUY;SHORTS,4,,,yes-no question,,,,front,,slightly right,,,,,,forward,,,further raised,,slightly squinted;wide,,,,1,0,2,0,0,0
1379835,7982082,Does my sister want a headband for her birthday?,birthday,QMwg;IX-1p;SISTER;IX-loc:i;WANT_2;HEADBAND;POSS-3p:i;BIRTHDAY_3;IX-3p:i,9,,,yes-no question,,,,front,,right,forward;slightly forward;forward,,,,,,,,further raised,,slightly wide;wide,,,,1,0,2,0,0,0
1379835,7983362,Did dad mow the lawn?,,FATHER;FINISH;MOW;GRASS,4,,,yes-no question,,,,front,,right,forward,,,,,forward,,,raised,,wide,,,,1,0,1,0,0,0
1379835,7983363,My aunt makes the best blueberry pie.,aunt,AUNT;MAKE;THUMBS-UP/GOOD;BLUE;PIE;BLUEBERRY;BLUEBERRY;PIE,8,,,,topic,,,front;front;front,left,slightly right,,,,,,forward,,,raised;slightly raised,watch hands,wide;closed;blink;wide;lowered lid;wide,,,,2,1,6,0,0,0
1379835,7984644,I invited my friends to a barbeque party.,,IX-1p;INVITE/HIRE;FRIEND;BBQ;(P)PARTY;GROUP/TOGETHER,6,,,,,,,slightly back,,slightly right;slightly right,forward,,,,,forward,,,,,,,,,0,0,0,0,0,0
1379835,7985928,Father is mowing the grass.,father,FATHER;MOW;GRASS,3,,,,topic,,,,,slightly right,,,,,,,,,raised,,wide,,,,1,0,1,0,0,0
1379835,7987212,Is the library closed?,library,LIBRARY;CLOSE-DOOR,2,,,yes-no question,,,,front,,slightly right,,,,,,forward,,,raised,,wide,,,,1,0,1,0,0,0
1379835,7987213,Is it raining outside?,,GO-OUT;RAIN,2,,,yes-no question,,,,slightly front;front,,slightly right,,,,,,forward,,,raised-furrowed,,wide,,,,1,0,1,0,0,0
1379835,79791123,My friend went ahead and hosted a pizza dinner because he loves pizza.,friend;ahead;dinner,FRIEND;PROCEED;TAKE-UP;PIZZA_4;EATNIGHT;EATNIGHT;(25)WHY;SELF-3p:i;KISS-FIST;(5)CRAZY;PIZZA_4;BUOY,12,,,,,,,,right;slightly left,slightly right;slightly right;slightly left,forward,,,slow,,,,,raised;lowered;raised;lowered,other,slightly squinted;squint;squint;closed,,,,4,1,4,0,0,0
1379835,79801108,I commute to work by bike because I can't afford a car.,commute;afford,IX-1p;COMMUTE;WORK;BICYCLE;WHY;IX-1p;CANNOT;BILL/OWE;CAR;part:indef,10,negation,,,,,,slightly back,slightly left,right,,,,slight rapid head shake,,forward;forward,,,slightly raised;lowered,,slightly lowered;blink;slightly wide;slightly squinted;further lowered;wide;lowered lid,,,,2,0,7,0,0,0
1379835,7981589,Did my friend go ahead with crashing the party?,friend;ahead,FRIEND;PROCEED;(5)CRASH;(P)PARTY,4,,,yes-no question,,,,front,slightly left,slightly right,,,,,,forward;forward,,,raised,,slightly squinted,,,,1,0,1,0,0,0
1379835,7982870,Are the clothes on sale?,,DRESS/CLOTHES;IX-loc:i;SALE,3,,,yes-no question,,,,front,left,slightly right,forward;further forward,,,,,,,,further raised,,wide,,,,1,0,1,0,0,0
1379835,7984151,I moved out of San Diego.,,IX-1p;ns-SD;5whoa;IX-1p;MOVE-AWAY;5whoa,6,,,,topic,,,slightly back,,right;slightly right,,,,,,,,,slightly raised,,slightly squinted;blink;blink,,,,1,0,3,0,0,0
1379835,7985435,The horses played on the farm.,farm,HORSE;PLAY;FLAT/FLOOR;FARM,4,,,,topic,,,further back,,right,,,,,,back;forward,,,slightly raised;slightly lowered,,slightly lowered;squint;further lowered;blink;lowered lid,,,,2,0,5,0,0,0
1379835,7986719,"Did I buy the book yet? No, I will buy it tomorrow.",tomorrow,IX-1p;FINISH;BUY;BOOK;NOT-YET;FUTURE;BUY;TOMORROW,8,negation,,,,,,slightly front;back,,slightly right,,,,slight slow head shake,,forward,,,raised;lowered;slightly lowered,,wide;blink;lowered lid;blink;further lowered,,,,3,0,5,0,0,0
1379835,798759,"When my computer breaks down and I don't know what to do, I'll ask someone for help.",don,TAPE-RECORDING;HIT;BREAK-DOWN;part:indef;IX-1p;REMIND:i;HELP,7,,,,,when,,slightly front;slightly back,slightly right;slightly left,,,,,slight rapid head shake,,forward;slightly back,,,slightly lowered;raised,down/right;down;left,slightly wide;wider,,,,2,3,2,0,0,0
1379835,7981095,Mom is sick because she recently took care of her sick friend.,sick;sick;friend,MOTHER;SICK;WHY;RECENT-PAST;FINISH;KEEP;SICK;FRIEND;i:TURN:j,9,,,,,,,slightly back;slightly front;slightly back,,slightly right,,,,slight rapid head shake;slight single head shake,,forward,,,raised;lowered;slightly lowered,,squint;further squinted;further lowered;wide;further squinted;further lowered;squint;squint;further lowered,,,,3,0,9,0,0,0
1379835,7981096,Father must mow the lawn soon because we are having a barbeque party.,father,FATHER;MUST;MOW;GRASS;SOON;(25)WHY;TAKE-UP;BBQ;GROUP/TOGETHER;SOON,10,,,,,,,slightly back;slightly front,,slightly right,,,,single;slight single head shake,,slightly forward;forward;further forward;slightly back,,,lowered;further lowered;raised;slightly lowered,,wide;blink;blink;further squinted;blink;wide;slightly lowered;slightly squinted;further lowered;slightly squinted,,,,4,0,10,0,0,0
1379835,7982377,Is playing frisbee fun?,fun,PLAY;FRISBEE;FUN,3,,,yes-no question,topic,,,slightly back;front,,right,forward;forward,,,,,,,,raised,,lowered lid;wide,,,,1,0,2,0,0,0
1379835,7982378,Should I host a barbeque party?,,IX-1p;PROCEED;TAKE-UP;BBQ;GROUP/TOGETHER,5,,,yes-no question,,,,slightly front,,slightly right,,,,,,forward,,,raised,,wide,,,,1,0,1,0,0,0
1379835,7983658,Did Bob give the rose to his sweetheart?,sweetheart,ns-fs-BOB;FINISH;GIVE:i;(R)FLOWER;POSS-3p:i;SWEETHEART,6,,,yes-no question,,,,front,slightly left,right,,,,,,forward,,,raised,,wide,,,,1,0,1,0,0,0
1379835,7984940,I commute to work by bike.,commute,IX-1p;COMMUTE;BICYCLE;WORK,4,,,,topic,,,back,,slightly right,,,,,,slightly back,,,slightly raised,,slightly lowered;blink,,,,1,0,2,0,0,0
1379835,798767,"If it's raining tomorrow, I'll stay home.",tomorrow,RAIN;TOMORROW;5whoa;IX-1p;STAY;HOME;5whoa,7,,,,,conditional,,slightly back,,slightly right,,,,,,forward;back;forward,,,raised;slightly lowered,,wide;lowered lid,,,,2,0,2,0,0,0
1379835,798768,"Once I finish work, I'm going home.",,IX-1p;FINISH;WORK;IX-1p;DEPART:j;HOME,6,,,,,when,,slightly back,slightly right;left,right,,,,,,back,,,raised;lowered,down;down/right,wide;squint;blink;slightly lowered,,,,2,2,4,0,0,0
1379835,7986225,Bob read a book.,,ns-fs-BOB;IX-loc:i;READ;BOOK,4,,,,topic,,,,,slightly right,,single;slight single head nod,,,,,,,raised;lowered,,slightly wide;squint,,,,2,0,2,0,0,0
1379835,7981884,Do you enjoy talking with them two?,enjoy,IX-2p;TEND;CHAT;WITH;IX-pl-2:i/j,5,,,yes-no question,,,,slightly front,,slightly right;right,forward,,,,,forward;slightly forward;slightly back,,,raised,,wide;slightly wide,,,,1,0,2,0,0,0
1379835,7981885,Did you already move to San Diego?,,FINISH;MOVE-AWAY;ns-SD;IX-2p,4,,,yes-no question,,,,slightly front;slightly front,right,slightly right,,,,,,slightly forward,,,further raised,,slightly wide,,,,1,0,1,0,0,0
1379835,7983165,Is bad weather coming to Boston?,bad;coming,BAD;(5)WEATHER;DCL:Cclouds moving in;ns-BOSTON,4,,,yes-no question,,,,front,,slightly right,slightly back;forward;forward,,,,,,,,right raised/left furrowed;raised,,wide,,,,2,0,1,0,0,0
1379835,7983166,Does your family go on vacation every year?,vacation,POSS-2p;FAMILY;TEND;EVERY-YEAR;VACATION,5,,,yes-no question,topic,,,back;front,,slightly right,,,,,,slightly forward;forward,,,raised,,slightly wide;further lowered;slightly wide,,,,1,0,3,0,0,0
1379835,7984447,I need to buy shorts.,,IX-1p;MUST;BUY;SHORTS,4,,,,,,,back,,slightly right,,,,,,back;forward,,,lowered,,squint;further lowered;slightly lowered,,,,1,0,3,0,0,0
1379835,7985731,Bad weather will come to Boston soon.,bad,BAD;(5)WEATHER;SOON;GO;ns-BOSTON,5,,,,topic,,,slightly back;slightly back,,right,,,,single,,back,,,raised;raised-furrowed;further lowered;lowered,,slightly wide;further squinted;wide;further squinted;blink;further squinted;further lowered;further squinted,,,,4,0,8,0,0,0
1379835,7987015,Is the water cold?,cold,WATER;COLD,2,,,yes-no question,topic,,,slightly front,,slightly right,,,,slight single head shake,,forward,,,raised,,wide;blink;wide,,,,1,0,3,0,0,0
